Day,Escaped,Survivors,Exposed,Infected,Dead,Dead_PreInfection,Dead_Infected,Percent_Infected,Percent_Escaped,Percent_Alive_In_City,Food_Remaining,Water_Remaining,Weapons_Remaining,Execution_Time_Seconds
0.3,24,402,5,51,18,18,0,10.2,4.8,80.4,2964,5315,262,0.0
0.6,37,377,7,50,29,28,1,10.0,7.3999999999999995,75.4,2951,5302,238,0.0
0.9,48,349,9,50,44,40,4,10.0,9.6,69.8,2930,5281,214,0.0
1.2,54,329,7,53,57,51,6,10.6,10.8,65.8,2917,5268,199,0.0
1.5,59,311,4,56,70,63,7,11.200000000000001,11.799999999999999,62.2,2896,5247,181,0.0
1.8,61,299,8,57,75,68,7,11.4,12.2,59.8,2875,5226,169,0.0
2.1,71,281,8,58,82,74,8,11.600000000000001,14.2,56.2,2855,5206,158,0.0
2.4,73,271,4,60,92,81,11,12.0,14.6,54.2,2839,5190,151,0.0
2.6999999999999997,77,259,5,59,100,87,13,11.799999999999999,15.4,51.800000000000004,2818,5169,143,0.0
3.0,83,242,5,62,108,95,13,12.4,16.6,48.4,2806,5157,140,0.0
3.3,87,232,5,63,113,99,14,12.6,17.4,46.400000000000006,2789,5140,137,0.0
3.6,88,218,9,65,120,105,15,13.0,17.599999999999998,43.6,2777,5128,134,0.0
3.9000000000000004,89,211,10,65,125,109,16,13.0,17.8,42.199999999999996,2758,5109,132,0.0
4.2,92,200,7,68,133,114,19,13.600000000000001,18.4,40.0,2743,5094,131,0.0
4.5,93,197,5,70,135,116,19,14.000000000000002,18.6,39.4,2725,5076,131,0.0
4.8,94,192,1,75,138,119,19,15.0,18.8,38.4,2709,5060,129,0.0
5.1,95,178,7,73,147,126,21,14.6,19.0,35.6,2687,5037,129,0.0
5.3999999999999995,95,175,5,75,150,129,21,15.0,19.0,35.0,2679,5027,128,0.0
5.699999999999999,96,170,2,78,154,132,22,15.6,19.2,34.0,2664,5012,126,0.0
6.0,97,162,3,76,162,137,25,15.2,19.400000000000002,32.4,2655,5003,126,0.0
6.3,98,158,5,75,164,138,26,15.0,19.6,31.6,2641,4989,125,0.0
6.6,98,150,5,77,170,144,26,15.4,19.6,30.0,2631,4979,125,0.0
6.9,101,143,2,79,175,148,27,15.8,20.200000000000003,28.599999999999998,2616,4964,124,0.0
7.2,106,135,3,79,177,150,27,15.8,21.2,27.0,2610,4958,124,0.0
7.5,107,130,1,81,181,154,27,16.2,21.4,26.0,2595,4943,124,0.0
7.800000000000001,107,128,0,82,183,156,27,16.400000000000002,21.4,25.6,2587,4935,123,0.0
8.1,109,118,1,82,190,163,27,16.400000000000002,21.8,23.599999999999998,2570,4918,123,0.0
8.4,112,111,1,82,194,167,27,16.400000000000002,22.400000000000002,22.2,2560,4908,123,0.0
8.7,113,105,2,82,198,170,28,16.400000000000002,22.6,21.0,2544,4893,123,0.0
9.0,114,101,1,83,201,173,28,16.6,22.8,20.200000000000003,2530,4879,123,84.32002299997839
