Day,Escaped,Survivors,Exposed,Infected,Dead,Dead_PreInfection,Dead_Infected,Percent_Infected,Percent_Escaped,Percent_Alive_In_City,Food_Remaining,Water_Remaining,Weapons_Remaining,Execution_Time_Seconds
0.3,10,479,0,0,11,11,0,0.0,2.0,95.8,3057,5310,261,0.0
0.6,10,465,0,0,25,25,0,0.0,2.0,93.0,3009,5262,210,0.0
0.9,12,446,0,0,42,42,0,0.0,2.4,89.2,2959,5212,168,0.0
1.2,15,434,0,0,51,51,0,0.0,3.0,86.8,2910,5163,144,0.0
1.5,16,423,0,0,61,61,0,0.0,3.2,84.6,2857,5110,124,0.0
1.8,18,407,0,0,75,75,0,0.0,3.5999999999999996,81.39999999999999,2803,5056,114,0.0
2.1,19,394,0,0,87,87,0,0.0,3.8,78.8,2748,5001,110,0.0
2.4,19,383,0,0,98,98,0,0.0,3.8,76.6,2691,4944,107,0.0
2.6999999999999997,20,374,0,0,106,106,0,0.0,4.0,74.8,2640,4893,101,0.0
3.0,20,363,0,0,117,117,0,0.0,4.0,72.6,2590,4843,101,0.0
3.3,20,356,0,0,124,124,0,0.0,4.0,71.2,2531,4783,101,0.0
3.6,20,351,0,0,129,129,0,0.0,4.0,70.19999999999999,2480,4732,100,0.0
3.9000000000000004,20,346,0,0,134,134,0,0.0,4.0,69.19999999999999,2423,4670,100,0.0
4.2,20,340,0,0,140,140,0,0.0,4.0,68.0,2379,4624,99,0.0
4.5,20,333,0,0,147,147,0,0.0,4.0,66.60000000000001,2327,4564,99,0.0
4.8,20,328,0,0,152,152,0,0.0,4.0,65.60000000000001,2283,4518,98,0.0
5.1,21,321,0,0,158,158,0,0.0,4.2,64.2,2233,4461,97,0.0
5.3999999999999995,22,317,0,0,161,161,0,0.0,4.3999999999999995,63.4,2182,4410,96,0.0
5.699999999999999,22,316,0,0,162,162,0,0.0,4.3999999999999995,63.2,2132,4354,96,0.0
6.0,22,310,0,0,168,168,0,0.0,4.3999999999999995,62.0,2084,4303,96,0.0
6.3,22,302,0,0,176,176,0,0.0,4.3999999999999995,60.4,2038,4247,96,0.0
6.6,22,300,0,0,178,178,0,0.0,4.3999999999999995,60.0,1993,4195,96,0.0
6.9,22,293,0,0,185,185,0,0.0,4.3999999999999995,58.599999999999994,1945,4137,96,0.0
7.2,22,289,0,0,189,189,0,0.0,4.3999999999999995,57.8,1899,4084,96,0.0
7.5,22,280,0,0,198,198,0,0.0,4.3999999999999995,56.00000000000001,1855,4028,96,0.0
7.800000000000001,22,272,0,0,206,206,0,0.0,4.3999999999999995,54.400000000000006,1818,3978,96,0.0
8.1,22,271,0,0,207,207,0,0.0,4.3999999999999995,54.2,1789,3930,95,0.0
8.4,22,268,0,0,210,210,0,0.0,4.3999999999999995,53.6,1755,3880,94,0.0
8.7,22,262,0,0,216,216,0,0.0,4.3999999999999995,52.400000000000006,1725,3830,94,0.0
9.0,22,256,0,0,222,222,0,0.0,4.3999999999999995,51.2,1693,3781,94,141.61977029999252
