Day,Escaped,Survivors,Exposed,Infected,Dead,Dead_PreInfection,Dead_Infected,Percent_Infected,Percent_Escaped,Percent_Alive_In_City,Food_Remaining,Water_Remaining,Weapons_Remaining,Execution_Time_Seconds
0.3,25,294,17,150,14,14,0,30.0,5.0,58.8,292,517,30,0.0
0.6,35,266,26,150,23,23,0,30.0,7.000000000000001,53.2,291,516,28,0.0
0.9,44,241,20,162,33,33,0,32.4,8.799999999999999,48.199999999999996,288,513,27,0.0
1.2,54,218,18,172,38,38,0,34.4,10.8,43.6,285,510,25,0.0
1.5,66,193,20,180,41,41,0,36.0,13.200000000000001,38.6,282,507,23,0.0
1.8,75,175,19,187,44,44,0,37.4,15.0,35.0,279,504,23,0.0
2.1,86,151,18,197,48,47,1,39.4,17.2,30.2,276,501,21,0.0
2.4,89,141,14,202,54,53,1,40.400000000000006,17.8,28.199999999999996,275,500,20,0.0
2.6999999999999997,90,133,9,211,57,56,1,42.199999999999996,18.0,26.6,275,500,20,0.0
3.0,90,127,9,214,60,59,1,42.8,18.0,25.4,270,495,18,0.0
3.3,92,113,10,218,67,66,1,43.6,18.4,22.6,268,493,17,0.0
3.6,92,103,13,219,73,71,2,43.8,18.4,20.599999999999998,266,491,17,0.0
3.9000000000000004,95,87,14,225,79,77,2,45.0,19.0,17.4,266,491,17,0.0
4.2,95,78,12,229,86,83,3,45.800000000000004,19.0,15.6,266,491,17,0.0
4.5,98,67,7,236,92,89,3,47.199999999999996,19.6,13.4,266,491,17,0.0
4.8,98,61,3,243,95,92,3,48.6,19.6,12.2,266,491,17,0.0
5.1,101,54,6,244,95,92,3,48.8,20.200000000000003,10.8,266,491,17,0.0
5.3999999999999995,103,47,6,246,98,95,3,49.2,20.599999999999998,9.4,266,491,16,0.0
5.699999999999999,104,38,6,250,102,99,3,50.0,20.8,7.6,266,491,16,0.0
6.0,104,31,9,252,104,101,3,50.4,20.8,6.2,265,490,14,0.0
6.3,108,23,8,255,106,103,3,51.0,21.6,4.6,265,490,14,0.0
6.6,109,20,6,258,107,104,3,51.6,21.8,4.0,265,490,14,0.0
6.9,109,17,5,262,107,104,3,52.400000000000006,21.8,3.4000000000000004,264,489,14,0.0
7.2,109,15,6,262,108,104,4,52.400000000000006,21.8,3.0,264,489,14,0.0
7.5,109,14,4,264,109,105,4,52.800000000000004,21.8,2.8000000000000003,264,489,14,0.0
7.800000000000001,109,14,1,266,110,106,4,53.2,21.8,2.8000000000000003,264,489,14,0.0
8.1,109,13,1,267,110,106,4,53.400000000000006,21.8,2.6,264,489,14,0.0
8.4,109,11,2,267,111,107,4,53.400000000000006,21.8,2.1999999999999997,264,489,14,0.0
8.7,109,10,2,268,111,107,4,53.6,21.8,2.0,264,489,14,0.0
9.0,110,8,1,269,112,108,4,53.800000000000004,22.0,1.6,264,489,14,97.81336980001652
