Day,Escaped,Survivors,Exposed,Infected,Dead,Dead_PreInfection,Dead_Infected,Percent_Infected,Percent_Escaped,Percent_Alive_In_City,Food_Remaining,Water_Remaining,Weapons_Remaining,Execution_Time_Seconds
0.3,5,89,26,375,5,5,0,75.0,1.0,17.8,313,504,26,0.0
0.6,7,66,45,376,6,6,0,75.2,1.4000000000000001,13.200000000000001,313,504,25,0.0
0.9,10,41,42,395,12,12,0,79.0,2.0,8.200000000000001,313,504,24,0.0
1.2,12,31,30,415,12,12,0,83.0,2.4,6.2,311,502,24,0.0
1.5,12,22,21,433,12,12,0,86.6,2.4,4.3999999999999995,311,502,24,0.0
1.8,12,16,16,443,13,13,0,88.6,2.4,3.2,311,502,24,0.0
2.1,12,14,10,451,13,13,0,90.2,2.4,2.8000000000000003,311,502,24,0.0
2.4,12,10,7,457,14,14,0,91.4,2.4,2.0,311,502,24,0.0
2.6999999999999997,12,6,7,459,16,15,1,91.8,2.4,1.2,311,502,24,0.0
3.0,12,4,5,463,16,15,1,92.60000000000001,2.4,0.8,311,502,24,0.0
3.3,12,3,4,464,17,16,1,92.80000000000001,2.4,0.6,311,502,24,0.0
3.6,12,2,1,468,17,16,1,93.60000000000001,2.4,0.4,311,502,24,0.0
3.9000000000000004,12,1,2,468,17,16,1,93.60000000000001,2.4,0.2,311,502,24,0.0
4.2,12,1,2,468,17,16,1,93.60000000000001,2.4,0.2,311,502,24,0.0
4.5,12,1,1,469,17,16,1,93.8,2.4,0.2,311,502,24,0.0
4.8,12,0,1,470,17,16,1,94.0,2.4,0.0,311,502,24,0.0
5.1,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
5.3999999999999995,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
5.699999999999999,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
6.0,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
6.3,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
6.6,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
6.9,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
7.2,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
7.5,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
7.800000000000001,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
8.1,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
8.4,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
8.7,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,0.0
9.0,12,0,0,471,17,16,1,94.19999999999999,2.4,0.0,311,502,24,54.30988409998827
