Day,Escaped,Survivors,Exposed,Infected,Dead,Dead_PreInfection,Dead_Infected,Percent_Infected,Percent_Escaped,Percent_Alive_In_City,Food_Remaining,Water_Remaining,Weapons_Remaining,Execution_Time_Seconds
0.3,10,84,26,375,5,5,0,75.0,2.0,16.8,313,557,30,0.0
0.6,13,59,40,378,10,10,0,75.6,2.6,11.799999999999999,313,557,30,0.0
0.9,16,40,33,397,14,14,0,79.4,3.2,8.0,313,557,30,0.0
1.2,17,30,25,413,15,15,0,82.6,3.4000000000000004,6.0,312,556,29,0.0
1.5,18,21,19,427,15,15,0,85.39999999999999,3.5999999999999996,4.2,312,556,29,0.0
1.8,18,12,19,436,15,15,0,87.2,3.5999999999999996,2.4,312,556,29,0.0
2.1,18,9,17,441,15,15,0,88.2,3.5999999999999996,1.7999999999999998,312,556,29,0.0
2.4,18,7,8,452,15,15,0,90.4,3.5999999999999996,1.4000000000000001,312,556,29,0.0
2.6999999999999997,18,4,4,458,16,16,0,91.60000000000001,3.5999999999999996,0.8,312,556,29,0.0
3.0,18,2,5,459,16,16,0,91.8,3.5999999999999996,0.4,312,556,29,0.0
3.3,18,2,3,461,16,16,0,92.2,3.5999999999999996,0.4,312,556,29,0.0
3.6,18,2,1,463,16,16,0,92.60000000000001,3.5999999999999996,0.4,312,556,29,0.0
3.9000000000000004,18,1,1,464,16,16,0,92.80000000000001,3.5999999999999996,0.2,312,556,29,0.0
4.2,18,1,1,464,16,16,0,92.80000000000001,3.5999999999999996,0.2,312,556,29,0.0
4.5,18,1,0,465,16,16,0,93.0,3.5999999999999996,0.2,312,556,28,0.0
4.8,18,0,1,464,17,16,1,92.80000000000001,3.5999999999999996,0.0,312,556,28,0.0
5.1,18,0,1,464,17,16,1,92.80000000000001,3.5999999999999996,0.0,312,556,28,0.0
5.3999999999999995,18,0,1,464,17,16,1,92.80000000000001,3.5999999999999996,0.0,312,556,28,0.0
5.699999999999999,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
6.0,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
6.3,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
6.6,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
6.9,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
7.2,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
7.5,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
7.800000000000001,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
8.1,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
8.4,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
8.7,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,0.0
9.0,18,0,0,465,17,16,1,93.0,3.5999999999999996,0.0,312,556,28,54.53766440000618
