Day,Escaped,Survivors,Exposed,Infected,Dead,Dead_PreInfection,Dead_Infected,Percent_Infected,Percent_Escaped,Percent_Alive_In_City,Food_Remaining,Water_Remaining,Weapons_Remaining,Execution_Time_Seconds
0.3,37,382,35,203,13,13,0,30.29850746268657,5.522388059701493,57.01492537313433,304,507,32,0.0
0.6,59,336,45,203,27,26,1,30.29850746268657,8.805970149253731,50.14925373134328,302,505,28,0.0
0.9,69,298,47,219,37,36,1,32.6865671641791,10.298507462686567,44.47761194029851,302,505,27,0.0
1.2,79,265,39,242,45,44,1,36.11940298507463,11.791044776119403,39.55223880597015,301,504,24,0.0
1.5,88,229,40,261,52,51,1,38.95522388059702,13.134328358208954,34.179104477611936,299,502,23,0.0
1.8,93,206,39,275,57,56,1,41.04477611940299,13.880597014925373,30.74626865671642,298,501,22,0.0
2.1,98,177,39,292,64,63,1,43.582089552238806,14.626865671641792,26.417910447761194,296,499,20,0.0
2.4,100,152,34,310,74,73,1,46.26865671641791,14.925373134328357,22.686567164179106,295,498,19,0.0
2.6999999999999997,103,123,37,325,82,81,1,48.507462686567166,15.37313432835821,18.35820895522388,293,496,19,0.0
3.0,105,106,31,343,85,84,1,51.19402985074627,15.671641791044777,15.82089552238806,293,496,19,0.0
3.3,109,83,32,354,92,91,1,52.83582089552239,16.268656716417908,12.388059701492537,293,496,19,0.0
3.6,110,69,25,370,96,95,1,55.223880597014926,16.417910447761194,10.298507462686567,293,496,19,0.0
3.9000000000000004,112,55,21,383,99,98,1,57.16417910447761,16.716417910447763,8.208955223880597,293,496,19,0.0
4.2,113,44,22,390,101,100,1,58.2089552238806,16.865671641791042,6.567164179104477,293,496,19,0.0
4.5,114,35,12,403,106,105,1,60.149253731343286,17.01492537313433,5.223880597014925,293,496,19,0.0
4.8,115,30,8,410,107,106,1,61.19402985074627,17.16417910447761,4.477611940298507,293,496,19,0.0
5.1,117,25,6,415,107,106,1,61.940298507462686,17.46268656716418,3.731343283582089,293,496,19,0.0
5.3999999999999995,119,20,6,418,107,106,1,62.38805970149254,17.761194029850746,2.9850746268656714,293,496,19,0.0
5.699999999999999,120,16,5,420,109,108,1,62.68656716417911,17.91044776119403,2.3880597014925375,293,496,19,0.0
6.0,121,13,3,423,110,109,1,63.13432835820896,18.059701492537314,1.9402985074626864,293,496,19,0.0
6.3,123,9,3,424,111,110,1,63.28358208955224,18.35820895522388,1.3432835820895521,293,496,19,0.0
6.6,124,6,4,425,111,110,1,63.43283582089553,18.507462686567163,0.8955223880597015,293,496,19,0.0
6.9,125,5,2,427,111,110,1,63.731343283582085,18.65671641791045,0.7462686567164178,293,496,19,0.0
7.2,126,4,1,428,111,110,1,63.88059701492538,18.80597014925373,0.5970149253731344,293,496,19,0.0
7.5,129,1,0,429,111,110,1,64.02985074626866,19.25373134328358,0.1492537313432836,293,496,19,0.0
7.800000000000001,129,1,0,429,111,110,1,64.02985074626866,19.25373134328358,0.1492537313432836,293,496,19,0.0
8.1,129,1,0,429,111,110,1,64.02985074626866,19.25373134328358,0.1492537313432836,293,496,19,0.0
8.4,129,1,0,429,111,110,1,64.02985074626866,19.25373134328358,0.1492537313432836,293,496,19,0.0
8.7,129,1,0,429,111,110,1,64.02985074626866,19.25373134328358,0.1492537313432836,293,496,19,0.0
9.0,129,1,0,429,111,110,1,64.02985074626866,19.25373134328358,0.1492537313432836,293,496,19,127.59336400000029
