Day,Escaped,Survivors,Exposed,Infected,Dead,Dead_PreInfection,Dead_Infected,Percent_Infected,Percent_Escaped,Percent_Alive_In_City,Food_Remaining,Water_Remaining,Weapons_Remaining,Execution_Time_Seconds
0.3,35,286,19,150,10,10,0,30.0,7.000000000000001,57.199999999999996,288,535,20,0.0
0.6,44,254,31,151,20,20,0,30.2,8.799999999999999,50.8,284,531,18,0.0
0.9,58,225,29,162,26,26,0,32.4,11.600000000000001,45.0,282,529,18,0.0
1.2,62,203,26,176,33,33,0,35.199999999999996,12.4,40.6,281,528,18,0.0
1.5,71,176,22,189,42,42,0,37.8,14.2,35.199999999999996,281,528,15,0.0
1.8,77,156,22,198,47,47,0,39.6,15.4,31.2,279,526,14,0.0
2.1,87,132,22,209,50,50,0,41.8,17.4,26.400000000000002,278,525,14,0.0
2.4,95,110,26,217,52,52,0,43.4,19.0,22.0,276,523,14,0.0
2.6999999999999997,99,100,19,228,54,54,0,45.6,19.8,20.0,275,522,14,0.0
3.0,101,80,22,239,58,58,0,47.8,20.200000000000003,16.0,275,522,14,0.0
3.3,103,67,23,247,60,60,0,49.4,20.599999999999998,13.4,274,521,14,0.0
3.6,108,56,21,253,62,62,0,50.6,21.6,11.200000000000001,272,519,13,0.0
3.9000000000000004,108,46,17,267,62,62,0,53.400000000000006,21.6,9.2,272,519,13,0.0
4.2,109,39,17,273,62,62,0,54.6,21.8,7.8,272,519,13,0.0
4.5,110,31,14,282,63,63,0,56.39999999999999,22.0,6.2,272,519,13,0.0
4.8,111,24,12,289,64,64,0,57.8,22.2,4.8,272,519,13,0.0
5.1,114,21,7,294,64,64,0,58.8,22.8,4.2,272,519,13,0.0
5.3999999999999995,114,19,2,301,64,64,0,60.199999999999996,22.8,3.8,272,519,13,0.0
5.699999999999999,115,15,4,302,64,64,0,60.4,23.0,3.0,272,519,13,0.0
6.0,115,14,3,304,64,64,0,60.8,23.0,2.8000000000000003,272,519,13,0.0
6.3,115,10,4,306,65,65,0,61.199999999999996,23.0,2.0,272,519,13,0.0
6.6,115,8,4,307,66,66,0,61.4,23.0,1.6,272,519,13,0.0
6.9,115,4,7,307,67,67,0,61.4,23.0,0.8,272,519,13,0.0
7.2,115,4,4,310,67,67,0,62.0,23.0,0.8,272,519,13,0.0
7.5,116,3,1,313,67,67,0,62.6,23.200000000000003,0.6,272,519,13,0.0
7.800000000000001,116,3,0,314,67,67,0,62.8,23.200000000000003,0.6,272,519,13,0.0
8.1,116,1,1,314,68,68,0,62.8,23.200000000000003,0.2,272,519,13,0.0
8.4,116,0,2,314,68,68,0,62.8,23.200000000000003,0.0,272,519,13,0.0
8.7,116,0,2,314,68,68,0,62.8,23.200000000000003,0.0,272,519,13,0.0
9.0,116,0,0,316,68,68,0,63.2,23.200000000000003,0.0,272,519,13,165.21095870000136
